	85.00		54.24		115.39
		85.00		54.24		115.89
		85.00		54.24		116.53
		85.00		54.24		115.21
		85.00		54.24		116.14
		85.00		16.42		115.71
		85.00		16.42		113.57
		85.00		16.42		111.95
		85.00		16.42		110.51
		85.00		16.42		108.01
		85.00		16.42		106.23
		85.00		16.42		104.83
		85.00		16.56		102.76
		85.00		16.56		100.49
		85.00		16.56		99.10
		85.00		16.56		96.73
		85.00		16.56		94.59
		85.00		16.56		92.83
		85.00		22.55		91.40
		85.00		22.55		88.64
		85.00		22.55		87.62
		85.00		22.55		85.83
		85.00		22.55		83.69
		85.00		22.55		82.08
		85.00		32.32		80.68
		85.00		32.32		79.29
		85.00		32.32		78.12
		85.00		32.32		77.39
		85.00		32.32		76.07
		85.00		41.00		75.11
		85.00		41.00		75.24
		85.00		41.00		74.64
		85.00		41.00		74.14
		85.00		41.00		74.09
		85.00		47.39		74.38
		85.00		47.39		73.73
		85.00		47.39		74.66
		85.00		47.39		74.79
		85.00		47.39		74.77
		85.00		51.39		75.32
		85.00		51.39		76.09
		85.00		51.39		76.31
		85.00		51.39		76.91
		85.00		51.39		77.75
		85.00		52.25		78.15
		85.00		52.25		78.38
		85.00		52.25		79.31
		85.00		52.25		79.60
		85.00		52.25		79.93
		85.00		52.77		80.86
		85.00		52.77		81.57
		85.00		52.77		81.23
		85.00		52.77		82.33
		85.00		52.77		82.77
		85.00		52.77		82.81
		85.00		51.48		83.42
		85.00		51.48		84.04
		85.00		51.48		84.01
		85.00		51.48		84.44
		85.00		51.48		85.11
		85.00		51.48		85.28
		85.00		49.40		85.25
		85.00		49.40		85.72
		85.00		49.40		85.59
		85.00		49.40		85.52
		85.00		49.40		85.86
		85.00		49.40		86.31
		85.00		48.01		85.62
		85.00		48.01		86.34
		85.00		48.01		86.31
		85.00		48.01		86.00
		85.00		48.01		86.24
		85.00		48.01		86.63
		85.00		47.04		86.35
		85.00		47.04		86.24
		85.00		47.04		86.77
		85.00		47.04		86.49
		85.00		47.04		86.17
		85.00		47.04		86.56
		85.00		46.41		86.28
		85.00		46.41		86.07
		85.00		46.41		86.31
		85.00		46.41		86.52
		85.00		46.41		85.55
		85.00		46.41		86.10
		85.00		46.28		85.96
		85.00		46.28		85.66
		85.00		46.28		85.83
