0,85,107.24
0.020134,85,107.02
0.040268,85,106.44
0.060402,85,107.14
0.080536,85,106.81
0.10067,85,106.49
0.120804,85,106.92
0.140938,85,106.7
0.161072,85,106.81
0.181206,85,106.66
0.20134,85,107.18
0.221474,85,106.7
0.241608,85,106.87
0.261742,85,106.81
0.281876,85,106.86
0.30201,85,106.49
0.322144,85,107.13
0.342278,85,106.92
0.362412,85,106.49
0.382546,85,107.25
0.40268,85,106.86
0.422814,85,106.7
0.442948,85,107.09
0.463082,85,106.91
0.483216,85,106.86
0.50335,85,106.71
0.523484,85,107.18
0.543618,85,106.86
0.563752,85,106.98
0.583886,85,106.92
0.60402,85,106.65
0.624154,85,106.44
0.644288,85,107.08
0.664422,85,107.02
0.684556,85,106.44
0.70469,85,107.19
0.724824,85,106.92
0.744958,85,106.75
0.765092,85,107.04
0.785226,85,106.91
0.80536,85,106.7
0.825494,85,106.6
0.845628,85,107.08
0.865762,85,106.76
0.885896,85,106.87
0.90603,85,106.92
0.926164,85,106.7
0.946298,85,106.28
0.966432,85,107.14
0.986566,85,106.81
1.0067,85,106.33
1.026834,85,107.08
1.046968,85,106.7
1.067102,85,106.65
1.087236,85,106.87
1.10737,85,106.97
1.127504,85,106.59
1.147638,85,106.66
1.167772,85,106.97
1.187906,85,106.65
1.20804,85,106.76
1.228174,85,106.7
1.248308,85,106.65
1.268442,85,106.33
1.288576,85,107.19
1.30871,85,106.91
1.328844,85,106.44
1.348978,85,107.03
1.369112,85,106.7
1.389246,85,106.55
1.40938,85,106.82
1.429514,85,106.75
1.449648,85,106.65
1.469782,85,106.61
1.489916,85,107.08
1.51005,85,106.59
1.530184,85,106.87
1.550318,85,106.71
1.570452,85,106.76
1.590586,85,106.33
1.61072,85,107.19
1.630854,85,107.02
1.650988,85,106.6
1.671122,85,107.14
1.691256,85,106.76
1.71139,85,106.59
1.731524,85,106.93
1.751658,85,106.81
1.771792,85,106.65
1.791926,85,106.55
1.81206,85,107.18
1.832194,85,106.86
1.852328,85,106.87
1.872462,85,106.82
1.892596,85,106.75
1.91273,85,106.38
1.932864,85,107.24
1.952998,85,106.86
1.973132,85,106.39
1.993266,85,107.14
2.0134,85,106.92
2.033534,85,106.65
2.053668,85,107.04
2.073802,85,106.81
2.093936,85,106.76
2.11407,85,106.55
2.134204,85,107.18
2.154338,85,106.81
2.174472,85,106.82
2.194606,85,106.81
2.21474,85,106.75
2.234874,85,106.44
2.255008,85,107.2
2.275142,85,106.92
2.295276,85,106.33
2.31541,85,107.14
2.335544,85,106.81
2.355678,85,106.65
2.375812,85,107.04
2.395946,85,106.86
2.41608,85,106.59
2.436214,85,106.66
2.456348,85,107.02
2.476482,85,106.76
2.496616,85,106.76
